group,sample_d,theta,phi,fbar,ratio,rho,sample_theta,sample_rho
boot_162,0.014018759255,0.0332451116354,0.144430368874,931.7768256,4.34440920091,134.57687063,0.000104169157668,0.42167881428
boot_163,0.0145079500402,0.0369997434609,0.138155728703,1045.45819659,3.73396450298,144.436038977,0.000100445499219,0.392109476531
boot_164,0.0142538787937,0.0368516041364,0.172759708973,887.69841434,4.68798341406,153.358519717,9.29448120651e-05,0.386791270766
boot_165,0.0143748826713,0.0352212501077,0.131421957873,850.109297761,3.73132576133,111.723028318,0.000128665351161,0.408130961488
boot_166,0.0142953837654,0.0350158154996,0.134923638472,2245.88784394,3.85321993924,303.023359504,4.7175847396e-05,0.408255057364
boot_167,0.0143663463355,0.0352944886167,0.133026944468,1010.01878589,3.76905714411,134.359712942,0.000106924508998,0.407042201163
boot_168,0.0143433566494,0.0347255387758,0.147985206574,736.324371661,4.26156689833,108.965114246,0.000131632557344,0.413049218388
boot_169,0.0139981423126,0.0337993999088,0.142293485023,1084.73245902,4.20994116485,154.350361912,9.06906996468e-05,0.414153575221
boot_17,0.0142596428289,0.0347709834069,0.133822282909,873.885148191,3.84867696559,116.945305532,0.000121934290257,0.410101798444
boot_170,0.014332220738,0.0354875159541,0.158617243636,999.408428322,4.46966318638,158.523410167,9.04107520958e-05,0.403866552861
boot_171,0.0142704858565,0.0349831520385,0.141311923862,722.850788208,4.03942799971,102.147435547,0.000139704788281,0.407924530095
boot_172,0.0142792975449,0.0354001700746,0.149436138095,1449.78957082,4.22133955233,216.650954514,6.59092297882e-05,0.403368049216
boot_173,0.0142882638894,0.0351856943601,0.131767854404,895.811554352,3.74492693127,118.039166468,0.000121046804353,0.406081623491
boot_174,0.0143569182426,0.0358132139468,0.15853847936,936.31168448,4.42681518602,148.441430664,9.67177302073e-05,0.400883267944
boot_175,0.01426160133,0.0367425201272,0.164351764002,686.636836308,4.47306726464,112.849975276,0.000126376645588,0.388149786151
boot_176,0.0144025660978,0.0379547562125,0.136238222234,930.465156755,3.5894901148,126.764918807,0.000113616339862,0.379466700225
boot_177,0.01422428899,0.0343431810974,0.135020314694,1100.36980235,3.93150285966,148.572276993,9.57398599385e-05,0.414180880615
boot_178,0.0143586155948,0.0370893357896,0.148451517,848.036425308,4.00253910833,125.892293808,0.000114054761896,0.387135959412
boot_179,0.014493653735,0.0379609203973,0.16246587333,1274.09252808,4.27981913055,206.996555277,7.00188160892e-05,0.381804592284
boot_18,0.0142204064614,0.034707528361,0.13593507498,965.613826956,3.91658759351,131.260787969,0.000108337049331,0.409721093173
boot_180,0.0143188020155,0.0353704051541,0.15342040067,1057.00909838,4.33753585806,162.166759385,8.82967759228e-05,0.404824370915
boot_181,0.0141446872498,0.0362650931889,0.149789539944,1758.08164387,4.13040548837,263.342240619,5.37121853925e-05,0.39003587213
boot_182,0.0145233952861,0.0370399702632,0.157867879549,950.774319324,4.26209520221,150.096725721,9.67602405472e-05,0.392100619491
boot_183,0.0144698017214,0.0373272147382,0.138818137734,960.25187807,3.71895247764,133.300377469,0.000108550343189,0.387647506596
boot_184,0.014172688286,0.034917657702,0.137742326607,958.411054184,3.94477567146,132.013768449,0.000107357652557,0.405888860213
boot_185,0.0144119255869,0.036846656389,0.146045060674,846.462635761,3.96359059373,123.621686998,0.000116580884284,0.391132520541
boot_186,0.0141978062905,0.0356300154123,0.138258799157,1280.24238827,3.88040245161,177.004775232,8.02114308603e-05,0.398478814174
boot_187,0.0142781109665,0.0360855936455,0.145897347803,939.892155458,4.04309124678,137.127772702,0.000104122678325,0.395673439843
boot_188,0.0143135431436,0.0360536836347,0.147250162939,1012.64342115,4.08419190757,149.111908763,9.59919516982e-05,0.397006399918
boot_189,0.0143115487895,0.0360574158268,0.135051295867,1190.86731075,3.74545132452,160.828173522,8.89865778863e-05,0.396909996496
boot_19,0.0143046148145,0.0355370716174,0.137233703821,941.618768747,3.86170546912,129.221831223,0.00011069812801,0.402526549415
boot_190,0.0142011877868,0.0344373729783,0.133168380532,793.999118962,3.86697268156,105.735576816,0.000134308510101,0.412377209949
boot_191,0.0146671190597,0.0389230081418,0.153077882738,1376.31606584,3.93283792919,210.683549338,6.96168215592e-05,0.376823882837
boot_192,0.014260197122,0.0350916610546,0.148816322001,905.759837103,4.24078876656,134.791847573,0.000105794210694,0.406369966351
boot_193,0.0142556793645,0.0347110521537,0.146890051323,942.726107151,4.23179483791,138.477086262,0.000102946124512,0.410695685666
boot_194,0.0141190255828,0.0337955377657,0.133641831248,780.751924789,3.95442239076,104.341116979,0.000135316028729,0.417777804891
boot_195,0.0143644309511,0.0351744198341,0.150975217674,906.28784106,4.29218785656,136.827004079,0.000104982426881,0.408377196236
boot_196,0.0145579769085,0.039572456162,0.169046150788,1123.72732959,4.27181345771,189.961779601,7.66363472643e-05,0.367881560065
boot_197,0.0144459998185,0.0362876269277,0.153037803808,1070.83283949,4.21735497096,163.877906001,8.81509910092e-05,0.398097121294
boot_198,0.0144514500535,0.0359901012048,0.138189769333,1117.6723476,3.83966048183,154.450883905,9.35666387146e-05,0.401539578098
boot_199,0.0145931342617,0.0363810154069,0.133811416801,1037.50388596,3.67805613188,138.829864918,0.000105115237779,0.40111948769
boot_2,0.0142355365885,0.0356198234237,0.145938829492,1190.04296811,4.09712388958,173.673477811,8.19672454768e-05,0.399652081908
boot_20,0.0146474428027,0.0371947519914,0.145059181835,980.00481037,3.89999056503,142.158695987,0.000103035855113,0.393804018537
boot_200,0.0143607639861,0.0362323429872,0.144023579134,1318.97955629,3.97500043498,189.964156501,7.5597229765e-05,0.396352065646
boot_201,0.0143215794921,0.0373709032436,0.140576707932,1038.60893318,3.76166203466,146.004224656,9.80901718831e-05,0.383228079845
boot_202,0.0144929158874,0.0365233658756,0.136386250417,1073.65240807,3.73421909913,146.431426188,9.89740813478e-05,0.396812165034
boot_203,0.0143323264792,0.0362173479393,0.145814185344,1345.54867666,4.02608676893,196.200084128,7.30495429849e-05,0.395730976857
boot_204,0.0144170409122,0.0377420921985,0.157853008366,875.968045976,4.1824127697,138.27419129,0.000104264149207,0.381988386769
boot_205,0.0143567009587,0.0343877702135,0.135449543788,797.616411446,3.93888707954,108.036779048,0.000132887161995,0.417494384474
boot_206,0.0142399633092,0.0350080339061,0.151101907908,968.153945124,4.31620662597,146.289908257,9.73407084527e-05,0.406762726161
boot_207,0.0142259013351,0.033633787857,0.124320994325,777.442194258,3.69631261438,96.6523866204,0.000147186239601,0.422964591309
boot_208,0.014316645341,0.0366646741014,0.139831990849,1281.49413541,3.81380700296,179.193876216,7.98947243253e-05,0.390475183318
boot_209,0.014270892843,0.0358109878159,0.128927880929,999.157357701,3.60023246474,128.819240843,0.000110782308214,0.398505981358
boot_21,0.0142751281921,0.0352174830344,0.130852370959,848.091861298,3.71555147286,110.974830842,0.000128633926124,0.405342090409
boot_210,0.0142557802158,0.0361447192737,0.13763359142,1131.43270146,3.8078478457,155.723146152,9.15456729979e-05,0.394408381148
boot_211,0.014424551937,0.0378633926652,0.156756293205,949.751566611,4.1400487957,148.879535047,9.68874058644e-05,0.380963007319
boot_212,0.0143071586218,0.0365107557782,0.147494782033,924.36450477,4.03976249982,136.33894115,0.000104938167343,0.391861475252
boot_213,0.0142038262756,0.034653484288,0.142272525087,1426.32932736,4.105576337,202.92747501,6.99945942505e-05,0.409881619914
boot_214,0.0142776012341,0.035949494069,0.151344244969,983.606927824,4.20991307079,148.863247838,9.5910854032e-05,0.39715722304
boot_215,0.0145191025239,0.0385466617967,0.175382989633,852.790560901,4.54988788804,149.564958102,9.70755630746e-05,0.376663032471
boot_216,0.0141096215123,0.0347215997315,0.131187142344,784.46016174,3.77825743509,102.911086901,0.000137104970292,0.406364384747
boot_217,0.014410250798,0.0367901255819,0.143196584627,1017.43281429,3.89225593448,145.692904093,9.89083915084e-05,0.391688002421
boot_218,0.0144497830855,0.0361426993778,0.138335318639,3476.10551011,3.82747611607,480.868163364,3.00493652657e-05,0.39979811509
boot_219,0.0142824337043,0.0360086067805,0.13767403398,1134.76988724,3.82336464223,156.228348016,9.14202440573e-05,0.396639442102
boot_22,0.0142211071996,0.0343577444979,0.141817144963,953.712610499,4.127661668,135.252799536,0.000105144642095,0.413912711892
boot_220,0.0144687640054,0.03424931286,0.130790696808,1187.695643,3.81878309042,155.339540744,9.31428272294e-05,0.422454139869
boot_221,0.014274233562,0.0362997574936,0.166274741452,888.488042337,4.5806019911,147.733119523,9.66217569099e-05,0.393232201746
boot_222,0.0144110548174,0.0371245539621,0.151450630809,1095.7243031,4.07952728438,165.948136898,8.68407147366e-05,0.388181224537
boot_223,0.0145073999876,0.0354613825536,0.148936776301,784.835830048,4.19997094235,116.890918453,0.000124110582581,0.40910418441
boot_224,0.0141621633816,0.0347084754961,0.142250004229,732.276804939,4.09842271075,104.166378599,0.000135957144445,0.408031847529
boot_225,0.0142756262645,0.034543268276,0.141296288178,672.632965702,4.09041457946,95.0405413601,0.000150205649717,0.413267967305
boot_226,0.0144110886901,0.0344140611871,0.12984358552,830.568256474,3.77298060853,107.843960439,0.000133629075114,0.418755828083
boot_227,0.0142856987232,0.0354320462212,0.141262884837,1113.85239348,3.98686781891,157.346002386,9.07916216908e-05,0.403185823196
boot_228,0.0143507478944,0.0359044766017,0.144171281711,7737.46878131,4.01541243201,1115.5207914,1.28646171411e-05,0.399692440961
boot_229,0.0143238346782,0.0358112424605,0.134422051066,973.679813962,3.75362712462,130.884037675,0.000109439125907,0.399981505641
boot_23,0.0142396435922,0.0347655101923,0.138336233812,815.90578858,3.97912278712,112.869333938,0.000126160429015,0.409591100877
boot_230,0.0142380521121,0.0355184531565,0.15442233533,638.247833374,4.3476649912,98.559720949,0.000144461165018,0.400863518729
boot_231,0.0145050086072,0.0365559181759,0.156479211329,787.505281441,4.28054386641,123.228205357,0.000117708511336,0.396789612489
boot_232,0.014216436767,0.0361127068799,0.140227944551,1011.48978724,3.88306379295,141.839133799,0.0001002292977,0.393668544823
boot_233,0.0140680242627,0.0334033124141,0.140468188784,922.916225122,4.20521734619,129.640370542,0.000108515767148,0.421156563407
boot_234,0.0143156784526,0.0360549930415,0.141051778767,1931.67365505,3.9121288584,272.466005042,5.25411544473e-05,0.397051205532
boot_235,0.0143969831523,0.0359586633246,0.154150419769,929.692532346,4.28687847426,143.312494117,0.000100458674179,0.400375926723
boot_236,0.0142795264541,0.0349909938798,0.138886732692,708.541287512,3.96921371164,98.4069843996,0.000145106839126,0.408091479286
boot_237,0.0141059005331,0.0334319084041,0.135281714726,750.903694972,4.04648496552,101.58353945,0.000138860100854,0.42192926478
boot_238,0.014252584245,0.035132063023,0.138647297645,903.588791591,3.94646046132,125.280144136,0.000113765707592,0.405685946641
boot_239,0.0141842580175,0.0343462925823,0.127339276305,844.980647156,3.70751154581,107.5992241,0.000131824909855,0.412977848585
boot_24,0.0143550778578,0.0353472977672,0.143111488672,1112.01041711,4.0487250147,159.141466211,9.02032524867e-05,0.406115283615
boot_240,0.0146900914108,0.0373068134711,0.135086302378,1547.94345248,3.62095525748,209.105957286,7.02519029178e-05,0.393764303192
boot_241,0.0141698072815,0.0361619303451,0.160772056712,905.291771619,4.44589254992,145.545620048,9.73564664941e-05,0.391843221485
boot_242,0.0144390106409,0.0359890312067,0.146012946905,1202.05328358,4.05715135998,175.515342272,8.22663731497e-05,0.401205871809
boot_243,0.0142990191536,0.0338079740189,0.127225217247,1118.34479498,3.76317188294,142.281659498,0.000100497978475,0.422948122997
boot_244,0.0144899051558,0.03544794009,0.138481404976,907.871655713,3.90661360363,125.723342421,0.000115252306188,0.408765787771
boot_245,0.0141903957194,0.0341659519892,0.134159038395,1088.10890873,3.92668813788,145.979644865,9.72080438515e-05,0.415337342976
boot_246,0.014318145269,0.0359190802959,0.140141370566,1213.34955762,3.90158571466,170.04046998,8.4204338359e-05,0.398622268471
boot_247,0.0141340742097,0.0338737475741,0.147836443651,971.955570697,4.3643368165,143.690454958,9.83647397717e-05,0.417257469925
boot_248,0.0142321866054,0.0353769454807,0.146564583414,915.58685068,4.14294059089,134.192605349,0.000106057905116,0.402301171343
boot_249,0.0142292366045,0.0346834742503,0.151495035776,968.696679699,4.36793138664,146.752738147,9.69606208659e-05,0.410259840228
boot_25,0.014227924969,0.0357364901526,0.152805185799,727.201142378,4.27588677979,111.120105675,0.000128040959668,0.39813436933
boot_250,0.014319420358,0.0361531841273,0.153163888065,1126.32162274,4.23652554435,172.51179895,8.30054549607e-05,0.396076326432
boot_251,0.0143433119847,0.0366673290283,0.151094269527,1209.61934661,4.12067836766,182.766551581,7.84788674985e-05,0.391174169616
boot_252,0.0140053237843,0.0343603724925,0.142911059203,695.714454476,4.15918247786,99.4252895921,0.000140862790964,0.40760104645
boot_253,0.0143665586501,0.0350504707896,0.140350439938,990.752011458,4.00423836761,139.052480678,0.000103317528605,0.409882045133
boot_254,0.0141766839976,0.0342443511475,0.148565830191,997.102462742,4.3384040057,148.135355163,9.57008810089e-05,0.413986059674
boot_255,0.01437551188,0.0362672673141,0.147549803113,1134.3922134,4.0684014551,167.37934774,8.58858161066e-05,0.396377034848
boot_256,0.0142803522758,0.0350514025669,0.142694917178,862.286636516,4.07101875327,123.043920182,0.000116058983286,0.407411721928
boot_257,0.0143192983237,0.0360472739532,0.146315073412,1171.43707356,4.05897748611,171.398901415,8.35436995539e-05,0.397236649358
boot_258,0.0144249044036,0.037133168989,0.146753007294,741.381570447,3.95207334279,108.799975016,0.00013258187239,0.388464135875
boot_259,0.0143350841708,0.034788265239,0.146296833611,823.829432796,4.20535006864,120.523637453,0.000118940022668,0.412066657314
boot_26,0.0145485791896,0.0375675249782,0.142213388739,1018.73258198,3.78554053859,144.877412702,0.000100419926877,0.387264777174
boot_260,0.0140846547805,0.0329841834123,0.156319312025,688.710715122,4.73922031268,107.658785172,0.000130826803944,0.427012383615
boot_261,0.014253467497,0.034384106907,0.149908239892,991.545950412,4.35981194153,148.640908198,9.5891956459e-05,0.414536504773
boot_262,0.0142501118017,0.0361130369326,0.150247754895,825.062510055,4.16048517811,123.963789784,0.000114953825037,0.394597436608
boot_263,0.0144473670136,0.0349073918573,0.127012517096,1053.49515366,3.63855648727,133.807071214,0.000107971625733,0.413877011284
boot_264,0.0142889059139,0.0349550162279,0.140624899772,832.225944306,4.02302487448,117.031690006,0.000122094331143,0.408779839229
boot_265,0.0145003825832,0.0369062681535,0.13555520298,1234.38220808,3.67295881601,167.326930772,8.66589885823e-05,0.392897556668
boot_266,0.0142099990443,0.0349151897633,0.146065318077,794.502251004,4.18343188358,116.049224006,0.000122448031566,0.406986161056
boot_267,0.0144524809849,0.0361583922408,0.154264890514,733.183676792,4.2663647622,113.104499627,0.000127779894103,0.39969921474
boot_268,0.0142807426873,0.0349214337398,0.147340015486,834.066404495,4.2191857466,122.891356955,0.00011620624136,0.408939185994
boot_269,0.0143690857694,0.0357715232411,0.142200050117,1743.47621124,3.97523049714,247.922404617,5.79579961386e-05,0.401690631752
boot_27,0.0143111048896,0.0359934242579,0.142357122146,1398.10505524,3.95508693828,199.030212123,7.19041834753e-05,0.397603317402
boot_270,0.0144750431777,0.0362118923242,0.142474321335,1123.64154306,3.93446219433,160.090066271,9.04181222162e-05,0.399731752434
boot_271,0.0143409566592,0.0360740583644,0.145870570309,963.387375219,4.0436418003,140.529865852,0.000102049173479,0.397542092834
boot_272,0.0142376383474,0.0335198062623,0.132372907342,984.130729211,3.94909523959,130.272245831,0.000109291417037,0.424753002328
boot_273,0.014273452525,0.0354680055595,0.134440709364,999.554357456,3.79047841128,134.380796865,0.000106216459926,0.402431777592
boot_274,0.0142084044485,0.0363127018144,0.163289189769,1012.80040211,4.49675131867,165.379357057,8.59140143085e-05,0.391279187133
boot_275,0.0142530997118,0.0339006998775,0.153744583734,721.078555414,4.53514482856,110.861922341,0.000128566232758,0.420436739161
boot_276,0.0141541375078,0.0354107570027,0.15577293838,882.740647698,4.39902875753,137.50710452,0.000102933863361,0.399712932054
boot_277,0.0142753530617,0.0360246501006,0.143269079069,1172.63589126,3.97697350756,168.002464225,8.49710932961e-05,0.39626625163
boot_278,0.0141817623994,0.0345563905156,0.135959791745,1091.35005353,3.93443266837,148.379726,9.55774941879e-05,0.41039478336
boot_279,0.0141102048919,0.0342385377355,0.14102780658,930.778594078,4.11897866869,131.265663534,0.000107493494582,0.412114705391
boot_28,0.0142127504252,0.0334997839766,0.142720387429,769.010849084,4.26033754511,109.753526318,0.000129496982029,0.424263942572
boot_280,0.0144775752289,0.0373529842675,0.148409450747,943.448249542,3.97316181444,140.016636523,0.000103398964498,0.387588181046
boot_281,0.0142923393343,0.0359200925432,0.157404495789,1262.31799974,4.38207378223,198.694528274,7.19312175252e-05,0.397892608911
boot_282,0.0143485814962,0.0363420178612,0.146541371785,1468.5950519,4.03228495305,215.209933502,6.66724870115e-05,0.394820715541
boot_283,0.0144741229999,0.0375283558495,0.144863030243,1017.35313672,3.86009530563,147.376858213,9.82116403852e-05,0.385684975327
boot_284,0.0141594207578,0.0356796995635,0.14991959663,933.350731014,4.20181779736,139.927565108,0.00010119107516,0.396848093764
boot_285,0.0142765219685,0.0353587289605,0.137237430706,1157.54305799,3.88128857401,158.858235209,8.98695742762e-05,0.403762306741
boot_286,0.0144654938084,0.0373343338734,0.14300053112,977.947496745,3.83026871738,139.847011442,0.000103437990267,0.387458200204
boot_287,0.0144604135234,0.037286967297,0.14774937914,1239.05949096,3.96249386449,183.070270507,7.8988322262e-05,0.387814149867
boot_288,0.0144590755188,0.0361518712435,0.163174867161,1016.40117245,4.51359394545,165.851126298,8.71810511124e-05,0.399953723597
boot_289,0.0145492759113,0.0378766799565,0.166028457861,1027.25671743,4.38339521974,170.553848622,8.53060545326e-05,0.384122260135
boot_29,0.0142320021515,0.0353820570467,0.156046524194,1064.83018238,4.41032933692,166.163048816,8.56508246138e-05,0.402237838593
boot_290,0.0141627911092,0.0361033093842,0.149600443073,1036.33941736,4.14367673281,155.036836011,9.13511361143e-05,0.392285121523
boot_291,0.0143554190573,0.0350455672099,0.128944699648,1760.57842042,3.67934406299,227.017255627,6.32349246654e-05,0.409621535624
boot_292,0.0145218357452,0.0355724761381,0.12417607708,1435.36183421,3.49079093055,178.237601763,8.14745912282e-05,0.408232356071
boot_293,0.014275598599,0.0342283093524,0.130238942952,732.293353914,3.80500659882,95.3731123449,0.000149681584757,0.41706993039
boot_294,0.0143896220213,0.0368935201685,0.173202787865,933.710648959,4.69466689743,161.721287459,8.89779091388e-05,0.390031147898
