group,d_sample,theta_pool,phi_pool,ratio,fbar,c,d_pool,d_clonal,theta_clonal,phi_clonal
boot_103,0.00439530950095523,0.09882706174817711,0.2849062146574814,2.882876507888656,1046.7003297036774,0.05087198544368437,0.08732084502405063,1.7762557438546278e-05,1.776297812643861e-05,5.120847235084991e-05
boot_104,0.004896581856835384,0.10235351207816698,0.45323293311929413,4.428113153295238,1013.8822578039164,0.05504670432608409,0.0900625538240116,1.2975220450472542e-05,1.2975444929483746e-05,5.7456738362104964e-05
boot_105,0.004884099180794402,0.10102037118896216,0.34833241270375837,3.4481402968930923,1063.2449230311674,0.0555013906280718,0.08902874826118416,1.602818315133639e-05,1.602852569553038e-05,5.5268605350544675e-05
boot_106,0.0049541660269619234,0.0624494004859866,0.008824533748786131,0.141306940981224,22336.704324046448,0.08628377926230436,0.057649190628331085,2.9918184361847336e-05,2.99193778731316e-05,4.227815763313547e-06
boot_107,0.004646692120103506,0.10223834423682754,0.3212641358589243,3.142305739172964,884.1301331546844,0.0522078122485021,0.08997337270278052,1.9827033426393586e-05,1.9827557588589682e-05,6.230424800440781e-05
boot_108,0.0052041605857939335,0.09956290184527244,0.27095332182667436,2.7214285321630576,1023.0455746931195,0.0598284666815231,0.0878948177018611,2.2856454341306066e-05,2.2857150919207874e-05,6.220410267548937e-05
boot_109,0.005059806383325969,0.10541769791249404,0.44887937007048107,4.258102566829816,1049.2913945910234,0.055451172776206044,0.0924265111971747,1.3139356410858438e-05,1.3139586605140433e-05,5.594970745043115e-05
boot_110,0.004966769764671265,0.10074356432244914,0.3712654602688197,3.685252380792417,923.1585757420149,0.05656145688725457,0.08881368770860187,1.7622334011569185e-05,1.762274808350642e-05,6.494427433084704e-05
boot_111,0.004793620875228341,0.09872295251181588,0.26463012364061844,2.6805329146628347,1130.1710098209517,0.05553371700900537,0.08723955698939471,1.9409081207029982e-05,1.9409583503273196e-05,5.2028027440420566e-05
boot_112,0.004837940205635175,0.10541852910361817,0.36737617976017517,3.484929858953668,966.0311570679859,0.05297686447807608,0.09242715014668158,1.661653574671701e-05,1.6616903900553895e-05,5.7908744566403936e-05
boot_113,0.004781599903106064,0.10644589231374474,0.4390859162166377,4.124968156802619,884.6820818939068,0.051937943442073364,0.09321595205463667,1.5012055176455181e-05,1.5012355664870608e-05,6.192548907618667e-05
boot_114,0.0047812656772354455,0.10725751447870534,0.396840701628588,3.6998871692796484,858.1045998939614,0.05157366390958351,0.09383777278166659,1.712756682115646e-05,1.7127957968149272e-05,6.33715119223166e-05
boot_115,0.004956213177373544,0.09962847356408246,0.2708207119646657,2.7183063463325063,1035.6363208426258,0.05694808008804248,0.08794591694839904,2.145051933685016e-05,2.145113285410361e-05,5.831075057333157e-05
boot_116,0.00498869863635761,0.10040627666155787,0.31705854615221196,3.1577562349107886,1209.724229739774,0.05699733295707762,0.08855144836394234,1.5822555686893396e-05,1.582288949829368e-05,4.9964827967541314e-05
boot_117,0.0048440188693722516,0.10250340836952732,0.42098494146185994,4.107033591938707,950.1956192703217,0.054366497178530725,0.09017859110285462,1.4732187009693886e-05,1.4732476398490444e-05,6.050677546104444e-05
boot_118,0.005044389387233576,0.09984927128777787,0.3013191944793781,3.0177405462573597,1222.3012823799666,0.05790600621220671,0.08811792396121855,1.6663614581670728e-05,1.666398482463141e-05,5.0287582667507547e-05
boot_119,0.004939036110941872,0.09623857116606598,0.23103606251426947,2.4006597325265933,1348.9400477668771,0.058514626651087635,0.0852938294635888,1.919232568651556e-05,1.9192816826237384e-05,4.6075422508506936e-05
boot_120,0.004809051085400584,0.10136323569475174,0.29705890076564273,2.930637511022386,1295.4539986065818,0.05449430991089192,0.08929493732369827,1.518108844609097e-05,1.5181395739572913e-05,4.449116782406781e-05
boot_121,0.004496729645715752,0.09959770472551621,0.37164354743833417,3.731446908967991,935.715550882832,0.05172319488097686,0.08792194014727277,1.56217290529e-05,1.56220544442357e-05,5.829286676767298e-05
boot_122,0.0045982146848070095,0.09231937437338536,0.209234696037029,2.266422378370764,1083.0587626241522,0.056421771974707366,0.08220104260518452,2.4359924605800514e-05,2.4360715839402102e-05,5.521167153155204e-05
boot_123,0.004920087942556304,0.10583550688835731,0.3940058166675295,3.7228131489288785,808.3403253444751,0.053673080440207646,0.09274753095354171,1.884733035746776e-05,1.8847803998519055e-05,7.016685255412103e-05
boot_124,0.0047673371918962254,0.10130665826166627,0.28126915355419124,2.77641330175651,884.6853612007133,0.05395987982474181,0.08925102718143633,2.3221403325004715e-05,2.3222122325362824e-05,6.447420931915415e-05
boot_125,0.005280244468072124,0.10511172980006374,0.3453238162344847,3.2853023814881155,995.9345937009849,0.05796002762938168,0.09219122437775491,1.8804123137432256e-05,1.8804594609315698e-05,6.177877945290344e-05
boot_126,0.004975746516121002,0.10782900396484114,0.33945264308199324,3.1480643481847945,999.50557577918,0.053425624939163543,0.09427491096692443,1.793767063434115e-05,1.7938099657972443e-05,5.647029200744891e-05
boot_127,0.004693782077979721,0.0997556476478607,0.31877648658063834,3.1955733243888638,989.2876583015506,0.05389714315268843,0.08804499969254648,1.8020050910149916e-05,1.8020483883532595e-05,5.7585777590796194e-05
boot_128,0.005062570585466991,0.06303736956259172,0.007715448295789252,0.12239483261001792,299994.54155588255,0.08786296669216673,0.05814988208645198,2.6234291446671274e-06,2.623438321206529e-06,3.210952941867795e-07
boot_129,0.0046585570243339765,0.06539202924600826,0.008848815752209277,0.13531948548223768,6041.113917440332,0.07665488291826716,0.060147781895608085,0.00010155432050254255,0.00010156807340478172,1.3744139434557212e-05
boot_130,0.0045833611333299705,0.09859281204878916,0.2793713770839811,2.8335876751921094,974.6252017382742,0.053138971130570596,0.08713791583747292,2.032135240555933e-05,2.0321903030296706e-05,5.758389396309793e-05
boot_131,0.00521350083267132,0.1033592648744219,0.3579193529349999,3.462866665797789,874.7176337933179,0.05804686103667269,0.09084034338951483,2.0344442361920332e-05,2.034499423867052e-05,7.04520023649402e-05
boot_132,0.004885514995180738,0.10151487028761151,0.41477389432918826,4.085843710916958,936.3204538120999,0.055290460581029766,0.08941259321753542,1.529838710962308e-05,1.5298699170185985e-05,6.250809378971489e-05
boot_133,0.005133415546905769,0.10735667580475414,0.5823972522589561,5.424881572508279,832.8450957656859,0.055384120172030905,0.093913664086173,1.29770364426725e-05,1.2977260984524129e-05,7.040010397657559e-05
boot_134,0.004597396740261195,0.1024162228121392,0.35389877128566516,3.4554952483926034,812.7767855346736,0.0515787306216442,0.09011110423931097,1.9363674510106627e-05,1.9364174458868467e-05,6.691281283166539e-05
boot_135,0.004525084007858383,0.06439294882693297,0.004653120639361553,0.07226133799008969,2679.3073053809935,0.07083478590282342,0.05930148546811996,0.0003937541247601388,0.00039396095642892326,2.846814582740942e-05
